company_name,company_name_ch,company_number,company_category,country_of_origin,incorporated,uri,primary_node,node_label,chain_position,secondary_node,review_needed,review_reason,sic_codes_full,matched_sic_code,matched_sic_text,sic_confidence,sic_tier,sic_source,oecd_activity_category,requires_defence_check,website,description,location_hint,ukspacetech_category,address_line1,address_line2,post_town,county,country,postcode,source_ch,source_uksd,source_scc,source_esa,source_website,supply_hierarchy,defence_primary,space_peripheral,ch_verified,notes,data_collection_date,extraction_source,match_type,confidence_level,primary_node_original,ch_name,ch_status,ch_type,ch_sic_codes,ch_postcode,ch_locality,ch_region,ch_country,ch_incorporated,pipeline_status,pipeline_reason,pipeline_date,ukspace_category,ukspace_profile_url,source_ukspace,space_probability,ml_classification_date,ml_version,classification_reason
AERO RENTALS LTD,AERO RENTALS LTD,10609887,Private Limited Company,United Kingdom,09/02/2017,http://business.data.gov.uk/id/company/10609887,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | 52230 - Service activities incidental to air transportation | 77351 - Renting and leasing of air passenger transport equipment | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,SUITE 9 33 CHURCH STREET,COGGESHALL,COLCHESTER,,ENGLAND,CO6 1TX,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AERO RENTALS LTD,active,ltd,"33160, 52230, 77351",CO6 1TX,Colchester,,England,2017-02-09,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5448241698751043,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AERO SAFETY LTD,AERO SAFETY LTD,14333460,Private Limited Company,United Kingdom,02/09/2022,http://business.data.gov.uk/id/company/14333460,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,10 CHAFFINCH WAY,NEDGE HILL,TELFORD,,ENGLAND,TF7 4FE,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AERO SAFETY LTD,active,ltd,33160,TF7 4FE,Telford,,England,2022-09-02,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5377961057646142,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AERO SL LTD,AERO SL LTD,10500634,Private Limited Company,United Kingdom,29/11/2016,http://business.data.gov.uk/id/company/10500634,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,81 WEATHERILL STREET,,GOOLE,,ENGLAND,DN14 6EQ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AERO SL LTD,active,ltd,33160,DN14 6EQ,Goole,,England,2016-11-29,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6224833688550473,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AERO STANDARD LIMITED,AERO STANDARD LIMITED,16238287,Private Limited Company,United Kingdom,08/02/2025,http://business.data.gov.uk/id/company/16238287,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,17 ICARUS RISE,,NORWICH,,ENGLAND,NR5 0WQ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AERO STANDARD LIMITED,active,ltd,33160,NR5 0WQ,Norwich,,England,2025-02-08,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6107700376838789,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AERO T LTD,AERO T LTD,16501930,Private Limited Company,United Kingdom,06/06/2025,http://business.data.gov.uk/id/company/16501930,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,94 LYNTON AVENUE,,LONDON,,ENGLAND,NW9 6PE,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AERO T LTD,active,ltd,33160,NW9 6PE,London,,England,2025-06-06,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6266808688109924,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AERO TECH ENGINEERING SERVICES LTD,AERO TECH ENGINEERING SERVICES LTD,17274083,Private Limited Company,United Kingdom,10/06/2026,http://business.data.gov.uk/id/company/17274083,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,66 PAUL STREET,,LONDON,ENGLAND,UNITED KINGDOM,EC2A 4NA,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AERO TECH ENGINEERING SERVICES LTD,active,ltd,33160,EC2A 4NA,London,England,United Kingdom,2026-06-10,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.4913931690534148,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AERO TECHNICS (MANCHESTER) LIMITED,AERO TECHNICS (MANCHESTER) LIMITED,07457963,Private Limited Company,United Kingdom,02/12/2010,http://business.data.gov.uk/id/company/07457963,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,MOUNTBATTEN HOUSE,GROSVENOR SQUARE,SOUTHAMPTON,,UNITED KINGDOM,SO15 2JU,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AERO TECHNICS (MANCHESTER) LIMITED,active,ltd,33160,SO15 2JU,Southampton,,United Kingdom,2010-12-02,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6219666002189342,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AERO TRAINING ERM LIMITED,AERO TRAINING ERM LIMITED,16815481,Private Limited Company,United Kingdom,28/10/2025,http://business.data.gov.uk/id/company/16815481,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,PICCADILLY BUSINESS CENTRE UNIT C ALDOW ENTERPRISE PARK,BLACKETT STREET,MANCHESTER,,,M12 6AE,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AERO TRAINING ERM LIMITED,active,ltd,33160,M12 6AE,Manchester,,,2025-10-28,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5686214153086685,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AERO X DIRECT LTD,AERO X DIRECT LTD,15024469,Private Limited Company,United Kingdom,24/07/2023,http://business.data.gov.uk/id/company/15024469,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,52 BEACON HEATH,,EXETER,,ENGLAND,EX4 8QA,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AERO X DIRECT LTD,active,ltd,33160,EX4 8QA,Exeter,,England,2023-07-24,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5824125828338748,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AERO-BUFFS LTD,AERO-BUFFS LTD,13734148,Private Limited Company,United Kingdom,10/11/2021,http://business.data.gov.uk/id/company/13734148,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | 81222 - Specialised cleaning services | 81299 - Other cleaning services | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,BAGBY AIRFIELD,BAGBY,THIRSK,NORTH YORKSHIRE,ENGLAND,YO7 2PH,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AERO-BUFFS LTD,active,ltd,"33160, 81222, 81299",YO7 2PH,Thirsk,North Yorkshire,England,2021-11-10,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.4314720342362944,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AERO.MME LTD,AERO.MME LTD,16991878,Private Limited Company,United Kingdom,27/01/2026,http://business.data.gov.uk/id/company/16991878,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,3 ANDERSON COURT,NEWNHAM ROAD,CAMBRIDGE,CAMBRIDGESHIRE,UNITED KINGDOM,CB3 9EZ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AERO.MME LTD,active,ltd,33160,CB3 9EZ,Cambridge,Cambridgeshire,United Kingdom,2026-01-27,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6447224076420719,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROAV SERVICES LTD,AEROAV SERVICES LTD,15115098,Private Limited Company,United Kingdom,05/09/2023,http://business.data.gov.uk/id/company/15115098,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,35 PERIWINKLE DRIVE,,PLYMOUTH,,ENGLAND,PL7 2WR,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROAV SERVICES LTD,active,ltd,33160,PL7 2WR,Plymouth,,England,2023-09-05,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5014008518665312,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROAWARE LTD,AEROAWARE LTD,13074244,Private Limited Company,United Kingdom,09/12/2020,http://business.data.gov.uk/id/company/13074244,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,D S BURGE AND CO LTD,"THE COURTYARD, 7 FRANCIS GROVE",LONDON,,UNITED KINGDOM,SW19 4DW,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROAWARE LTD,active,ltd,33160,SW19 4DW,London,,United Kingdom,2020-12-09,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.599179336386234,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROBUS MAINTENANCE LIMITED,AEROBUS MAINTENANCE LIMITED,12526088,Private Limited Company,United Kingdom,19/03/2020,http://business.data.gov.uk/id/company/12526088,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,69 SEYMOUR ROAD,,SLOUGH,,ENGLAND,SL1 2NT,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROBUS MAINTENANCE LIMITED,active,ltd,33160,SL1 2NT,Slough,,England,2020-03-19,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5645956139832417,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROCABIN ENGINEERING LTD,AEROCABIN ENGINEERING LTD,16690005,Private Limited Company,United Kingdom,02/09/2025,http://business.data.gov.uk/id/company/16690005,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | 33160 - Repair and maintenance of aircraft and spacecraft | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,F20 STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,UNITED KINGDOM,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROCABIN ENGINEERING LTD,active,ltd,"30300, 33160",CB3 9EZ,Cambridge,Cambridgeshire,England,2025-09-02,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8567804491055843,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
AEROCAP LTD,AEROCAP LTD,16092604,Private Limited Company,United Kingdom,21/11/2024,http://business.data.gov.uk/id/company/16092604,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,20 WENLOCK ROAD,,LONDON,,ENGLAND,N1 7GU,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROCAP LTD,active,ltd,33160,N1 7GU,London,,England,2024-11-21,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.62588847735434,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROCO GROUP INTERNATIONAL LIMITED,AEROCO GROUP INTERNATIONAL LIMITED,07928622,Private Limited Company,United Kingdom,30/01/2012,http://business.data.gov.uk/id/company/07928622,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,UNITS 6-9,AURORA BUSINESS PARK,STOCKPORT,,UNITED KINGDOM,SK3 0EF,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROCO GROUP INTERNATIONAL LIMITED,active,ltd,33160,SK3 0EF,Stockport,,United Kingdom,2012-01-30,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6559178757890146,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROCRADLE LTD,AEROCRADLE LTD,17284851,Private Limited Company,United Kingdom,18/06/2026,http://business.data.gov.uk/id/company/17284851,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,25990 - Manufacture of other fabricated metal products n.e.c. | 30300 - Manufacture of air and spacecraft and related machinery | 46690 - Wholesale of other machinery and equipment | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,124-128 CITY ROAD,,LONDON,,ENGLAND,EC1V 2NX,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROCRADLE LTD,active,ltd,"25990, 30300, 46690",EC1V 2NX,London,,England,2026-06-18,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8353348950348132,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
AERODYNEX LTD,AERODYNEX LTD,16283553,Private Limited Company,United Kingdom,28/02/2025,http://business.data.gov.uk/id/company/16283553,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,"30300 - Manufacture of air and spacecraft and related machinery | 32409 - Manufacture of other games and toys, n.e.c. | 47910 - Retail sale via mail order houses or via Internet | 62012 - Business and domestic software development",30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,124-128 CITY ROAD,,LONDON,,ENGLAND,EC1V 2NX,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AERODYNEX LTD,active,ltd,"30300, 32409, 47910, 62012",EC1V 2NX,London,,England,2025-02-28,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.775401069019696,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
AEROELVIRA LIMITED,AEROELVIRA LIMITED,06412402,Private Limited Company,United Kingdom,30/10/2007,http://business.data.gov.uk/id/company/06412402,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | nan | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,CROWN CHAMBERS,BRIDGE STREET,SALISBURY,,,SP1 2LZ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROELVIRA LIMITED,active,ltd,30300,SP1 2LZ,Salisbury,,,2007-10-30,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.9242118751588676,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
AEROENGINEERS INTERNATIONAL LTD,AEROENGINEERS INTERNATIONAL LTD,16459160,Private Limited Company,United Kingdom,19/05/2025,http://business.data.gov.uk/id/company/16459160,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,"33160 - Repair and maintenance of aircraft and spacecraft | 46140 - Agents involved in the sale of machinery, industrial equipment, ships and aircraft | 52230 - Service activities incidental to air transportation | nan",33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,1 GILTSPUR STREET,FARRINGDON,LONDON,,UNITED KINGDOM,EC1A 9DD,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROENGINEERS INTERNATIONAL LTD,active,ltd,"33160, 46140, 52230",EC1A 9DD,London,,United Kingdom,2025-05-19,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.4729811746781994,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AEROFABRIQUE LIMITED,AEROFABRIQUE LIMITED,03879056,Private Limited Company,United Kingdom,17/11/1999,http://business.data.gov.uk/id/company/03879056,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | nan | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,LAUREL HOUSE WILDERNESS LANE,HADLOW DOWN,UCKFIELD,EAST SUSSEX,ENGLAND,TN22 4HU,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROFABRIQUE LIMITED,active,ltd,30300,TN22 4HU,Uckfield,East Sussex,England,1999-11-17,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.9061478326957936,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
AEROFIX AVIATION LTD,AEROFIX AVIATION LTD,17301736,Private Limited Company,United Kingdom,25/06/2026,http://business.data.gov.uk/id/company/17301736,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,"1ST FLOOR, UNIT E2 FAREHAM HEIGHTS",STANDARD WAY,FAREHAM,,ENGLAND,PO16 8XT,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AEROFIX AVIATION LTD,active,ltd,33160,PO16 8XT,Fareham,,England,2026-06-25,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5640873667037202,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
