company_name,company_name_ch,company_number,company_category,country_of_origin,incorporated,uri,primary_node,node_label,chain_position,secondary_node,review_needed,review_reason,sic_codes_full,matched_sic_code,matched_sic_text,sic_confidence,sic_tier,sic_source,oecd_activity_category,requires_defence_check,website,description,location_hint,ukspacetech_category,address_line1,address_line2,post_town,county,country,postcode,source_ch,source_uksd,source_scc,source_esa,source_website,supply_hierarchy,defence_primary,space_peripheral,ch_verified,notes,data_collection_date,extraction_source,match_type,confidence_level,primary_node_original,ch_name,ch_status,ch_type,ch_sic_codes,ch_postcode,ch_locality,ch_region,ch_country,ch_incorporated,pipeline_status,pipeline_reason,pipeline_date,ukspace_category,ukspace_profile_url,source_ukspace,space_probability,ml_classification_date,ml_version,classification_reason
SIRBU 2026 LTD,SIRBU 2026 LTD,17014982,Private Limited Company,United Kingdom,05/02/2026,http://business.data.gov.uk/id/company/17014982,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,3 ANDERSON COURT,NEWNHAM ROAD,CAMBRIDGE,CAMBRIDGESHIRE,UNITED KINGDOM,CB3 9EZ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SIRBU 2026 LTD,active,ltd,33160,CB3 9EZ,Cambridge,Cambridgeshire,United Kingdom,2026-02-05,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6435363523803056,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SIRBU IONUT LTD,SIRBU IONUT LTD,15490571,Private Limited Company,United Kingdom,14/02/2024,http://business.data.gov.uk/id/company/15490571,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | 33160 - Repair and maintenance of aircraft and spacecraft | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,F20 STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,ENGLAND,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SIRBU IONUT LTD,active,ltd,"30300, 33160",CB25 9PB,Cambridge,Cambridgeshire,England,2024-02-14,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8699204156333316,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
SITA'S ROCHA LIMITED,SITA'S ROCHA LIMITED,07799306,Private Limited Company,United Kingdom,06/10/2011,http://business.data.gov.uk/id/company/07799306,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,141 CHAKESHILL DRIVE,,BRISTOL,,ENGLAND,BS10 6PH,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SITA'S ROCHA LIMITED,active,ltd,33160,BS10 6PH,Bristol,,England,2011-10-06,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5911567551356123,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SJB AVIONICS LIMITED,SJB AVIONICS LIMITED,11811062,Private Limited Company,United Kingdom,06/02/2019,http://business.data.gov.uk/id/company/11811062,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | 59112 - Video production activities | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,1623 WARWICK ROAD,KNOWLE,SOLIHULL,WEST MIDLANDS,UNITED KINGDOM,B93 9LF,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SJB AVIONICS LIMITED,active,ltd,"33160, 59112",B93 9LF,Solihull,West Midlands,United Kingdom,2019-02-06,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5700666423993085,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SJL AVIATION LTD,SJL AVIATION LTD,09219475,Private Limited Company,United Kingdom,15/09/2014,http://business.data.gov.uk/id/company/09219475,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,30 TAILLOUR CLOSE,,SITTINGBOURNE,KENT,,ME10 2SY,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SJL AVIATION LTD,active,ltd,33160,ME10 2SY,Sittingbourne,Kent,,2014-09-15,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5024282082082553,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SJV AVIATION LTD,SJV AVIATION LTD,15582179,Private Limited Company,United Kingdom,21/03/2024,http://business.data.gov.uk/id/company/15582179,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,32 WOODPECKER DRIVE,,POOLE,,ENGLAND,BH17 7SY,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SJV AVIATION LTD,active,ltd,33160,BH17 7SY,Poole,,England,2024-03-21,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5020944953645199,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SJW AVIATION LIMITED,SJW AVIATION LIMITED,16511058,Private Limited Company,United Kingdom,11/06/2025,http://business.data.gov.uk/id/company/16511058,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,4 PROSPECT PLACE,OGMORE VALE,BRIDGEND,,WALES,CF32 7DE,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SJW AVIATION LIMITED,active,ltd,33160,CF32 7DE,Bridgend,,Wales,2025-06-11,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5154207389666161,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SK AEROSPACE LTD,SK AEROSPACE LTD,09488188,Private Limited Company,United Kingdom,13/03/2015,http://business.data.gov.uk/id/company/09488188,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,LITTLE CWRT BACH FARM,PENTRE LANE,CWMBRAN,GWENT,WALES,NP44 7AZ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SK AEROSPACE LTD,active,ltd,33160,NP44 7AZ,Cwmbran,Gwent,Wales,2015-03-13,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8783145875200019,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SK AEROTECH LTD,SK AEROTECH LTD,13888015,Private Limited Company,United Kingdom,02/02/2022,http://business.data.gov.uk/id/company/13888015,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,7 KING STREET,,WREXHAM,,WALES,LL11 1HF,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SK AEROTECH LTD,active,ltd,33160,LL11 1HF,Wrexham,,Wales,2022-02-02,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6794896196372827,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SK QUALITY CONTROL LTD,SK QUALITY CONTROL LTD,NI650730,Private Limited Company,United Kingdom,05/02/2018,http://business.data.gov.uk/id/company/NI650730,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,2 MARKET PLACE,"CARRICKFERGUS, CO.ANTRIM","ANTRIM, CARRICKFERGUS",,NORTHERN IRELAND,BT38 7AW,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SK QUALITY CONTROL LTD,active,ltd,33160,BT38 7AW,"Antrim, Carrickfergus",,Northern Ireland,2018-02-05,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6114359303151709,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SKALU LTD,SKALU LTD,16513925,Private Limited Company,United Kingdom,12/06/2025,http://business.data.gov.uk/id/company/16513925,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,"85 GREAT PORTLAND STREET, FIRST FLOOR",,LONDON,,ENGLAND,W1W 7LT,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SKALU LTD,active,ltd,33160,W1W 7LT,London,,England,2025-06-12,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6022527095133952,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SKD AIRCRAFT LTD,SKD AIRCRAFT LTD,17165472,Private Limited Company,United Kingdom,17/04/2026,http://business.data.gov.uk/id/company/17165472,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,3 ANDERSON COURT,NEWNHAM ROAD,CAMBRIDGE,CAMBRIDGESHIRE,ENGLAND,CB3 9EZ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SKD AIRCRAFT LTD,active,ltd,33160,CB3 9EZ,Cambridge,Cambridgeshire,England,2026-04-17,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6535351977478318,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SKEK ENGINEERING LTD,SKEK ENGINEERING LTD,NI659525,Private Limited Company,United Kingdom,05/03/2019,http://business.data.gov.uk/id/company/NI659525,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,18 TULLAGHBROW,,BALLYMENA,ANTRIM,,BT42 2LY,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SKEK ENGINEERING LTD,active,ltd,33160,BT42 2LY,Ballymena,Antrim,,2019-03-05,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6314252263539304,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SKY AEROSPACE LTD,SKY AEROSPACE LTD,15484926,Private Limited Company,United Kingdom,12/02/2024,http://business.data.gov.uk/id/company/15484926,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,11 SOUTH AVENUE,,FARNHAM,,ENGLAND,GU9 0QY,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SKY AEROSPACE LTD,active,ltd,33160,GU9 0QY,Farnham,,England,2024-02-12,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8833154585743687,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SKY BUSINESS LIMITED,SKY BUSINESS LIMITED,11064953,Private Limited Company,United Kingdom,15/11/2017,http://business.data.gov.uk/id/company/11064953,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | 52230 - Service activities incidental to air transportation | 52290 - Other transportation support activities | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,HANGAR ONE STURGATE AIRFIELD,HEAPHAM,GAINSBOROUGH,,ENGLAND,DN21 5PA,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SKY BUSINESS LIMITED,active,ltd,"33160, 52230, 52290",DN21 5PA,Gainsborough,,England,2017-11-15,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5276836769766271,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SKY HIGH CONTRACTORS LTD,SKY HIGH CONTRACTORS LTD,11244956,Private Limited Company,United Kingdom,09/03/2018,http://business.data.gov.uk/id/company/11244956,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,65 CARAWAY ROAD,,FULBOURN,CAMBRIDGE,ENGLAND,CB21 5DU,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SKY HIGH CONTRACTORS LTD,active,ltd,33160,CB21 5DU,Fulbourn,Cambridge,England,2018-03-09,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5289364493854675,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SKY HIGH MAINTENANCE LTD,SKY HIGH MAINTENANCE LTD,15856891,Private Limited Company,United Kingdom,24/07/2024,http://business.data.gov.uk/id/company/15856891,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,54 HAMLET WAY,,GOSPORT,,ENGLAND,PO12 4DX,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SKY HIGH MAINTENANCE LTD,active,ltd,33160,PO12 4DX,Gosport,,England,2024-07-24,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5587739011386819,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SKY LANE ENGINEERING LTD,SKY LANE ENGINEERING LTD,NI683990,Private Limited Company,United Kingdom,23/11/2021,http://business.data.gov.uk/id/company/NI683990,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,2 MARKET PLACE,,CARRICKFERGUS,ANTRIM,NORTHERN IRELAND,BT38 7AW,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SKY LANE ENGINEERING LTD,active,ltd,33160,BT38 7AW,Carrickfergus,Antrim,Northern Ireland,2021-11-23,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.626651898765444,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
SKY OL INVESTMENT LTD,SKY OL INVESTMENT LTD,17134034,Private Limited Company,United Kingdom,02/04/2026,http://business.data.gov.uk/id/company/17134034,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | 33120 - Repair of machinery | 33130 - Repair of electronic and optical equipment | 33190 - Repair of other equipment,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,2ND FLOOR COLLEGE HOUSE,"17 KING EDWARDS ROAD,","RUISLIP,","LONDON,",UNITED KINGDOM,HA4 7AE,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,SKY OL INVESTMENT LTD,active,ltd,"30300, 33120, 33130, 33190",HA4 7AE,"Ruislip,","London,",United Kingdom,2026-04-02,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8393152228986773,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
